adjective,comment_id,comment_score,item,parent_item,post_id
,cvw0z98,5.0,jewelry,jewelry,3o8s9q
,c5oh6cp,4.0,jewelry,jewelry,xpkxs
gold,cn34lo5,2.0,jewelry,jewelry,2pzmz1
,e6qdvja,74.0,jewelry,jewelry,9jchsi
,c67y5lo,2.0,jewelry,jewelry,ztake
slipon,e67j63i,66.0,sneakers,shoes,9gx7u9
casual,e67ila6,19.0,sneakers,shoes,9gx7u9
,e68vqws,2.0,sneakers,shoes,9gx7u9
,e68vqws,2.0,sneakers,shoes,9gx7u9
,ei7u2q7,412.0,sneakers,shoes,azhg0n
,ei7vcnu,14.0,sneakers,shoes,azhg0n
cool,ei83co1,23.0,sneakers,shoes,azhg0n
,ei7y7e1,5.0,sneakers,shoes,azhg0n
,ei7zfqp,5.0,sneakers,shoes,azhg0n
,ei7vqu1,3.0,sneakers,shoes,azhg0n
,ei8ipru,3.0,sneakers,shoes,azhg0n
white,ei8ipru,3.0,sneakers,shoes,azhg0n
,ei8868s,2.0,sneakers,shoes,azhg0n
,e0nzn83,2.0,sneakers,shoes,8qrt07
nice,e24i8ag,113.0,sneakers,shoes,8xowpq
,di6p1ac,13.0,sneakers,shoes,6dwzme
,di7590f,3.0,sneakers,shoes,6dwzme
toms,di854jr,2.0,sneakers,shoes,6dwzme
,di6vcja,1.0,sneakers,shoes,6dwzme
,ddtob6u,3.0,sneakers,shoes,5udc9f
resembling,ddtob6u,3.0,sneakers,shoes,5udc9f
,druf5bf,7.0,sneakers,shoes,7mihi2
,drvg8uq,1.0,sneakers,shoes,7mihi2
,c75aczh,7.0,sneakers,shoes,13mghx
wear,chyg94u,30.0,sneakers,shoes,278o2j
,cc67qko,3.0,sneakers,shoes,1m64wm
,d3zlzac,2.0,sneakers,shoes,4mvlmu
,dz5kbdn,40.0,sneakers,shoes,8k7vi8
,dz5kbdn,40.0,sneakers,shoes,8k7vi8
,dz5kbdn,40.0,sneakers,shoes,8k7vi8
,dz5kbdn,40.0,sneakers,shoes,8k7vi8
,dz5kbdn,40.0,sneakers,shoes,8k7vi8
athletic,dz6nj7l,12.0,sneakers,shoes,8k7vi8
,dz6nj7l,12.0,sneakers,shoes,8k7vi8
understated,dz6felo,3.0,sneakers,shoes,8k7vi8
neon,dz6felo,3.0,sneakers,shoes,8k7vi8
,dz5kxmo,5.0,sneakers,shoes,8k7vi8
,dz5kxmo,5.0,sneakers,shoes,8k7vi8
,d3abdkt,5.0,sneakers,shoes,4jtfas
,d1adsgj,5.0,sneakers,shoes,4blos5
,e6qhr1j,16.0,sneakers,shoes,9jchsi
,df0chft,28.0,sneakers,shoes,5zmquu
,df0fjsx,2.0,sneakers,shoes,5zmquu
ok,df45rmk,1.0,sneakers,shoes,5zmquu
,e67yatu,6.0,watch,jewelry,9gx7u9
,e689tdj,2.0,watch,jewelry,9gx7u9
,e689tdj,2.0,watch,jewelry,9gx7u9
,dlz56xk,284.0,watch,jewelry,6vb2gv
unusual,dlzkyum,1.0,watch,jewelry,6vb2gv
,dlzkyum,1.0,watch,jewelry,6vb2gv
,ei83co1,23.0,watch,jewelry,azhg0n
,ei84g3p,1.0,watch,jewelry,azhg0n
,cgdagj6,3.0,watch,jewelry,21h9wt
,d4gv7rh,2.0,watch,jewelry,4ow7ne
,e25jld7,5.0,watch,jewelry,8xowpq
,dvc4i8w,1.0,watch,jewelry,82fdga
,c6s5ctd,17.0,watch,jewelry,124kb9
simple,dvgxyr8,1.0,watch,jewelry,833q4k
,dlyybfn,10.0,wedges,shoes,6vb2gv
,caz9wys,4.0,wedges,shoes,1hyru5
,c757v69,6.0,wedges,shoes,13mghx
,c757yvr,3.0,wedges,shoes,13mghx
,c75902a,-1.0,wedges,shoes,13mghx
appropriate,chyg94u,30.0,wedges,shoes,278o2j
,cvw0z98,5.0,wedges,shoes,3o8s9q
,c2wnokg,3.0,wedges,shoes,lygzk
,c2x7j09,1.0,wedges,shoes,lygzk
,c2xk0pf,1.0,wedges,shoes,lygzk
,c5rkr5e,-4.0,wedges,shoes,y0s9f
,c5rkr5e,-4.0,wedges,shoes,y0s9f
,dlzk1lr,1.0,shifts,dresses,6vb2gv
,d3acryb,5.0,shifts,dresses,4jtfas
,ei7u2q7,412.0,slides,shoes,azhg0n
flat,d3yr9ch,8.0,slides,shoes,4mvlmu
,ei83ad0,3.0,tunics,tops,azhg0n
,ei7zth0,2.0,tunics,tops,azhg0n
wear,di6oc73,1.0,tunics,tops,6dwzme
,e6qhr1j,16.0,tunics,tops,9jchsi
,e6qhr1j,16.0,tunics,tops,9jchsi
,e6ql8xf,8.0,tunics,tops,9jchsi
,e6ql8xf,8.0,tunics,tops,9jchsi
,ei8lhtx,1.0,rings,jewelry,azhg0n
,ei8lhtx,1.0,rings,jewelry,azhg0n
small,e24ri3d,17.0,rings,jewelry,8xowpq
,d8yiup3,3.0,rings,jewelry,587gga
,ei82vz8,1.0,polos,tops,azhg0n
,di6kcg5,18.0,polos,tops,6dwzme
,di6p1ac,13.0,polos,tops,6dwzme
,di74ys8,2.0,polos,tops,6dwzme
,cf2mex0,2.0,polos,tops,1wiuhn
,c5oj0l0,7.0,polos,tops,xpkxs
,e0mx67a,2.0,vests,jackets,8qrt07
,drurihj,2.0,vests,jackets,7mihi2
,d3abecy,6.0,vests,jackets,4jtfas
,e6qdvja,74.0,vests,jackets,9jchsi
,dvfa776,1.0,vests,jackets,833q4k
,e0mzulr,2.0,hoodies,sweaters,8qrt07
,e0mo4x4,1.0,hoodies,sweaters,8qrt07
,e6o9nd9,16.0,hoodies,sweaters,9j2kty
,dv9stzp,16.0,hoodies,sweaters,82fdga
,dv9z5xb,22.0,hoodies,sweaters,82fdga
,dv9smtg,10.0,hoodies,sweaters,82fdga
,dvbd6sq,1.0,hoodies,sweaters,82fdga
,e9pilr2,113.0,hats,hats,9x2nur
,e9pilr2,113.0,hats,hats,9x2nur
haircuts,e9p6w4l,197.0,hats,hats,9x2nur
,e9pibs1,70.0,hats,hats,9x2nur
knit,e9p99n8,45.0,hats,hats,9x2nur
,e9pg4p1,8.0,hats,hats,9x2nur
,e9pitk6,5.0,hats,hats,9x2nur
,e9pitk6,5.0,hats,hats,9x2nur
,e9pcrip,3.0,hats,hats,9x2nur
,e9qsd5h,2.0,hats,hats,9x2nur
,e9r2q4x,1.0,hats,hats,9x2nur
,e9r2q4x,1.0,hats,hats,9x2nur
,e9p6w4l,197.0,berets,hats,9x2nur
,e9qvt3v,2.0,berets,hats,9x2nur
,e9q77sg,1.0,berets,hats,9x2nur
cute,e9rh0jq,1.0,berets,hats,9x2nur
,e9pguta,29.0,wraps,scarves,9x2nur
incredible,e9pg4p1,8.0,wraps,scarves,9x2nur
,e9pzym3,3.0,wraps,scarves,9x2nur
feminine,d3yr9ch,8.0,wraps,scarves,4mvlmu
,e9phfaa,24.0,beanies,hats,9x2nur
,e9pqibs,4.0,beanies,hats,9x2nur
,e9pg4p1,8.0,cloche,hats,9x2nur
,e24i8ag,113.0,bandanas,scarves,8xowpq
,e24q8b6,8.0,mules,shoes,8xowpq
,di6n98g,11.0,jumpsuits,jumpsuits,6dwzme
nice,drufa19,8.0,shirtdresses,dresses,7mihi2
,drupfsk,14.0,pullovers,sweaters,7mihi2
wear,dva9fei,2.0,camisoles,tops,82fdga
,d3zftqt,1.0,sundresses,dresses,4mvlmu
casualtoformal,d3zftqt,1.0,sundresses,dresses,4mvlmu
,dbf5toz,252.0,dresses,dresses,5jd2ee
,dbf6bht,42.0,dresses,dresses,5jd2ee
,dbf6bht,42.0,dresses,dresses,5jd2ee
,dbfbfs5,18.0,dresses,dresses,5jd2ee
comfortable,dbfmfpo,8.0,dresses,dresses,5jd2ee
,dbf7ahn,6.0,dresses,dresses,5jd2ee
,dbf7ahn,6.0,dresses,dresses,5jd2ee
,dbg2i0x,5.0,dresses,dresses,5jd2ee
,dbg2i0x,5.0,dresses,dresses,5jd2ee
,dbf8xri,3.0,dresses,dresses,5jd2ee
viscosecashmere,dbf8xri,3.0,dresses,dresses,5jd2ee
general,dbf8xri,3.0,dresses,dresses,5jd2ee
,dbf8xri,3.0,dresses,dresses,5jd2ee
,dbfsu41,3.0,dresses,dresses,5jd2ee
,dbgbkh2,3.0,dresses,dresses,5jd2ee
,dbfqx03,2.0,dresses,dresses,5jd2ee
,dbgq5dg,2.0,dresses,dresses,5jd2ee
,dbguhdk,2.0,dresses,dresses,5jd2ee
,dbguhdk,2.0,dresses,dresses,5jd2ee
,dbfap27,1.0,dresses,dresses,5jd2ee
,dbfap27,1.0,dresses,dresses,5jd2ee
long,dbfdmi4,1.0,dresses,dresses,5jd2ee
,dbfo7zw,1.0,dresses,dresses,5jd2ee
,dbfon7j,1.0,dresses,dresses,5jd2ee
regular,dbfzxgt,1.0,dresses,dresses,5jd2ee
,dbiheae,1.0,dresses,dresses,5jd2ee
,dbiheae,1.0,dresses,dresses,5jd2ee
,dbiheae,1.0,dresses,dresses,5jd2ee
,df95r80,1.0,dresses,dresses,60rrx5
i,cl9f62z,41.0,dresses,dresses,2j8qjg
casual,cl9f62z,41.0,dresses,dresses,2j8qjg
,cl9nazo,12.0,dresses,dresses,2j8qjg
,cl9fcx9,6.0,dresses,dresses,2j8qjg
professional,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdq9sw,54.0,dresses,dresses,2nhsr3
,cmdslvf,12.0,dresses,dresses,2nhsr3
casual,cmdslvf,12.0,dresses,dresses,2nhsr3
,cmdslvf,12.0,dresses,dresses,2nhsr3
,cmds99d,10.0,dresses,dresses,2nhsr3
,cmds99d,10.0,dresses,dresses,2nhsr3
,cmds99d,10.0,dresses,dresses,2nhsr3
,cmds99d,10.0,dresses,dresses,2nhsr3
,cmdr7qf,9.0,dresses,dresses,2nhsr3
black,cmdtbci,5.0,dresses,dresses,2nhsr3
casual,cmdrjhg,3.0,dresses,dresses,2nhsr3
,cmeh6fc,3.0,dresses,dresses,2nhsr3
,cmeh6fc,3.0,dresses,dresses,2nhsr3
,cmeh6fc,3.0,dresses,dresses,2nhsr3
casual,cmduosu,2.0,dresses,dresses,2nhsr3
,cme8oa4,2.0,dresses,dresses,2nhsr3
,cenvaw5,5.0,dresses,dresses,1v15kq
lined,cenvaw5,5.0,dresses,dresses,1v15kq
long,cenvaw5,5.0,dresses,dresses,1v15kq
,cenqydk,3.0,dresses,dresses,1v15kq
aline,cenqydk,3.0,dresses,dresses,1v15kq
,c2iybsj,3.0,dresses,dresses,k9mbx
,c2iybsj,3.0,dresses,dresses,k9mbx
,c2jbz9z,1.0,dresses,dresses,k9mbx
funeral,c2jbz9z,1.0,dresses,dresses,k9mbx
,c2jbz9z,1.0,dresses,dresses,k9mbx
,chl0x9q,6.0,dresses,dresses,25v1q4
,chl0x9q,6.0,dresses,dresses,25v1q4
,chl5p2z,1.0,dresses,dresses,25v1q4
,chl5p2z,1.0,dresses,dresses,25v1q4
,chl5p2z,1.0,dresses,dresses,25v1q4
,chl0xly,1.0,dresses,dresses,25v1q4
,c6mzjgo,3.0,dresses,dresses,11in0z
,c6mzjgo,3.0,dresses,dresses,11in0z
,c6mzjgo,3.0,dresses,dresses,11in0z
crisp,c6mzjgo,3.0,dresses,dresses,11in0z
,c6msq5m,0.0,dresses,dresses,11in0z
lax,cah7ji3,2.0,dresses,dresses,1g674u
,c5u7im3,4.0,dresses,dresses,yc2dg
,c5uo9r9,2.0,dresses,dresses,yc2dg
i,c5uo9r9,2.0,dresses,dresses,yc2dg
,e67j4ax,83.0,dresses,dresses,9gx7u9
,e67ila6,19.0,dresses,dresses,9gx7u9
,e67ila6,19.0,dresses,dresses,9gx7u9
,e67jk1q,11.0,dresses,dresses,9gx7u9
simple,e6881im,7.0,dresses,dresses,9gx7u9
,e6881im,7.0,dresses,dresses,9gx7u9
casual,e67yatu,6.0,dresses,dresses,9gx7u9
,e68liwh,3.0,dresses,dresses,9gx7u9
,e689tdj,2.0,dresses,dresses,9gx7u9
,e68ee4s,2.0,dresses,dresses,9gx7u9
sturdy,e68ektq,1.0,dresses,dresses,9gx7u9
,dlz56xk,284.0,dresses,dresses,6vb2gv
,dlz56xk,284.0,dresses,dresses,6vb2gv
,dlz56xk,284.0,dresses,dresses,6vb2gv
,dlz56xk,284.0,dresses,dresses,6vb2gv
,dlyxof8,56.0,dresses,dresses,6vb2gv
,dlyxof8,56.0,dresses,dresses,6vb2gv
,dlyw10v,65.0,dresses,dresses,6vb2gv
regular,dlyw10v,65.0,dresses,dresses,6vb2gv
,dlyuvet,15.0,dresses,dresses,6vb2gv
short,dlz8it8,8.0,dresses,dresses,6vb2gv
,dlywv9u,7.0,dresses,dresses,6vb2gv
,dlywv9u,7.0,dresses,dresses,6vb2gv
,dlywv9u,7.0,dresses,dresses,6vb2gv
,dlzb1u7,6.0,dresses,dresses,6vb2gv
oversized,dlz6i04,4.0,dresses,dresses,6vb2gv
thick,dlzam13,2.0,dresses,dresses,6vb2gv
,dlzcwmj,2.0,dresses,dresses,6vb2gv
,dm75vrf,2.0,dresses,dresses,6vb2gv
,dlzk1lr,1.0,dresses,dresses,6vb2gv
,dlzk1lr,1.0,dresses,dresses,6vb2gv
,dlzltmn,1.0,dresses,dresses,6vb2gv
,dlzyc0l,1.0,dresses,dresses,6vb2gv
,dm0ft44,1.0,dresses,dresses,6vb2gv
regular,dm2oqcd,1.0,dresses,dresses,6vb2gv
,c9ywij8,18.0,dresses,dresses,1ecdsi
,c9z1xb4,1.0,dresses,dresses,1ecdsi
,ei7u2q7,412.0,dresses,dresses,azhg0n
,ei7u2q7,412.0,dresses,dresses,azhg0n
,ei7u2q7,412.0,dresses,dresses,azhg0n
,ei7tmuv,352.0,dresses,dresses,azhg0n
,ei7tmuv,352.0,dresses,dresses,azhg0n
,ei7tmuv,352.0,dresses,dresses,azhg0n
,ei7tmuv,352.0,dresses,dresses,azhg0n
,ei7v8gw,95.0,dresses,dresses,azhg0n
,ei7v8gw,95.0,dresses,dresses,azhg0n
,ei7v8gw,95.0,dresses,dresses,azhg0n
,ei7vlgq,52.0,dresses,dresses,azhg0n
,ei7vlgq,52.0,dresses,dresses,azhg0n
,ei8gfl3,14.0,dresses,dresses,azhg0n
stupid,ei83co1,23.0,dresses,dresses,azhg0n
,ei7wxt9,22.0,dresses,dresses,azhg0n
,ei7wxt9,22.0,dresses,dresses,azhg0n
,ei7wklb,9.0,dresses,dresses,azhg0n
,ei7wklb,9.0,dresses,dresses,azhg0n
,ei7yx6t,7.0,dresses,dresses,azhg0n
,ei7z5ox,6.0,dresses,dresses,azhg0n
,ei7z5ox,6.0,dresses,dresses,azhg0n
,ei7z5ox,6.0,dresses,dresses,azhg0n
,ei7z5ox,6.0,dresses,dresses,azhg0n
,ei7zfqp,5.0,dresses,dresses,azhg0n
,ei82x2g,3.0,dresses,dresses,azhg0n
,ei83ad0,3.0,dresses,dresses,azhg0n
,ei83ad0,3.0,dresses,dresses,azhg0n
,ei8exb4,3.0,dresses,dresses,azhg0n
,ei8exb4,3.0,dresses,dresses,azhg0n
,ei7zth0,2.0,dresses,dresses,azhg0n
black,ei7zth0,2.0,dresses,dresses,azhg0n
,ei80lxy,2.0,dresses,dresses,azhg0n
,ei80lxy,2.0,dresses,dresses,azhg0n
,ei80lxy,2.0,dresses,dresses,azhg0n
,ei80lxy,2.0,dresses,dresses,azhg0n
,ei80lxy,2.0,dresses,dresses,azhg0n
,ei80lxy,2.0,dresses,dresses,azhg0n
,ei80lxy,2.0,dresses,dresses,azhg0n
,ei8868s,2.0,dresses,dresses,azhg0n
,ei88iri,2.0,dresses,dresses,azhg0n
,ei88iri,2.0,dresses,dresses,azhg0n
,ei88iri,2.0,dresses,dresses,azhg0n
,ei88w8k,2.0,dresses,dresses,azhg0n
,ei88w8k,2.0,dresses,dresses,azhg0n
enough,ei7z6lv,1.0,dresses,dresses,azhg0n
,ei7z6lv,1.0,dresses,dresses,azhg0n
,ei7z6lv,1.0,dresses,dresses,azhg0n
,ei82ciw,1.0,dresses,dresses,azhg0n
,ei82ciw,1.0,dresses,dresses,azhg0n
,ei841sx,1.0,dresses,dresses,azhg0n
,ei88d61,1.0,dresses,dresses,azhg0n
,ei88d61,1.0,dresses,dresses,azhg0n
,ei8vcmd,1.0,dresses,dresses,azhg0n
,ei8vcmd,1.0,dresses,dresses,azhg0n
,ei8z8kr,1.0,dresses,dresses,azhg0n
,ei8z8kr,1.0,dresses,dresses,azhg0n
good,ei8z8kr,1.0,dresses,dresses,azhg0n
,eib9cla,1.0,dresses,dresses,azhg0n
,ei7sx15,-1.0,dresses,dresses,azhg0n
,ei85433,1.0,dresses,dresses,azhg0n
black,ck1lfnv,22.0,dresses,dresses,2eoy3f
coral,ck1lfnv,22.0,dresses,dresses,2eoy3f
,ck1sk06,3.0,dresses,dresses,2eoy3f
,ck1sk06,3.0,dresses,dresses,2eoy3f
,ck1sk06,3.0,dresses,dresses,2eoy3f
black,ck1skw1,2.0,dresses,dresses,2eoy3f
white,ck1skw1,2.0,dresses,dresses,2eoy3f
,ck1skw1,2.0,dresses,dresses,2eoy3f
,ck1skw1,2.0,dresses,dresses,2eoy3f
,ck1skw1,2.0,dresses,dresses,2eoy3f
,cgd0yp7,16.0,dresses,dresses,21h9wt
,cgd8w97,6.0,dresses,dresses,21h9wt
,cgd8w97,6.0,dresses,dresses,21h9wt
,cgd8w97,6.0,dresses,dresses,21h9wt
,cgd9c41,3.0,dresses,dresses,21h9wt
,cgdagj6,3.0,dresses,dresses,21h9wt
yellow,cgdagj6,3.0,dresses,dresses,21h9wt
,cgd7zhc,6.0,dresses,dresses,21h9wt
,cgddbsz,2.0,dresses,dresses,21h9wt
,cgddbsz,2.0,dresses,dresses,21h9wt
,cgddbsz,2.0,dresses,dresses,21h9wt
,cgddbsz,2.0,dresses,dresses,21h9wt
,cgddbsz,2.0,dresses,dresses,21h9wt
,cgddbsz,2.0,dresses,dresses,21h9wt
,cgd98bt,1.0,dresses,dresses,21h9wt
petite,cgd98bt,1.0,dresses,dresses,21h9wt
,cgd98bt,1.0,dresses,dresses,21h9wt
,duyxp9a,4.0,dresses,dresses,80w5kv
different,duzbslc,2.0,dresses,dresses,80w5kv
,ceqfrma,1.0,dresses,dresses,1v9ync
,ceqfrma,1.0,dresses,dresses,1v9ync
,ceqfrma,1.0,dresses,dresses,1v9ync
,ceqfrma,1.0,dresses,dresses,1v9ync
,ceqg1rg,1.0,dresses,dresses,1v9ync
,e0ltuwf,122.0,dresses,dresses,8qrt07
,e0lt6ws,8.0,dresses,dresses,8qrt07
,e0mtm2m,6.0,dresses,dresses,8qrt07
,e0mtm2m,6.0,dresses,dresses,8qrt07
,e0lyyz0,5.0,dresses,dresses,8qrt07
,e0ltcbq,2.0,dresses,dresses,8qrt07
,e0mx67a,2.0,dresses,dresses,8qrt07
,e9p77xp,126.0,dresses,dresses,9x2nur
,e9p8c2p,261.0,dresses,dresses,9x2nur
,e9pceer,5.0,dresses,dresses,9x2nur
,e9qsd5h,2.0,dresses,dresses,9x2nur
,e9qsd5h,2.0,dresses,dresses,9x2nur
own,cd9gqje,4.0,dresses,dresses,1q4ksz
,cdgdpoy,18.0,dresses,dresses,1qtrqw
cute,c9fp221,2.0,dresses,dresses,1ce7h4
,c9fp221,2.0,dresses,dresses,1ce7h4
,c9fp221,2.0,dresses,dresses,1ce7h4
,c9fp221,2.0,dresses,dresses,1ce7h4
,c9fp221,2.0,dresses,dresses,1ce7h4
black,c9fwpj3,1.0,dresses,dresses,1ce7h4
,cinjkgr,15.0,dresses,dresses,29qow0
formal,d97uatm,79.0,dresses,dresses,59ef3d
casual,d4g1w32,62.0,dresses,dresses,4ow7ne
,d4g1w32,62.0,dresses,dresses,4ow7ne
,d4g1w32,62.0,dresses,dresses,4ow7ne
,d4glg4s,17.0,dresses,dresses,4ow7ne
,d4glg4s,17.0,dresses,dresses,4ow7ne
black,d4gn2ax,5.0,dresses,dresses,4ow7ne
,d4gn2ax,5.0,dresses,dresses,4ow7ne
,d4j2ber,2.0,dresses,dresses,4ow7ne
,d4j2ber,2.0,dresses,dresses,4ow7ne
,d4j2ber,2.0,dresses,dresses,4ow7ne
casual,d4gr7et,3.0,dresses,dresses,4ow7ne
,d4gr7et,3.0,dresses,dresses,4ow7ne
,d4gjmni,2.0,dresses,dresses,4ow7ne
,d4gjmni,2.0,dresses,dresses,4ow7ne
,d4gjmni,2.0,dresses,dresses,4ow7ne
,e24miwq,32.0,dresses,dresses,8xowpq
,e24miwq,32.0,dresses,dresses,8xowpq
,e24mnuf,15.0,dresses,dresses,8xowpq
,e24mnuf,15.0,dresses,dresses,8xowpq
i,e24xiaz,14.0,dresses,dresses,8xowpq
colorful,e262ye1,2.0,dresses,dresses,8xowpq
,e24utct,1.0,dresses,dresses,8xowpq
,e24utct,1.0,dresses,dresses,8xowpq
,e251ymh,1.0,dresses,dresses,8xowpq
,e25ksqs,1.0,dresses,dresses,8xowpq
,e25t74l,1.0,dresses,dresses,8xowpq
,e25a31y,-12.0,dresses,dresses,8xowpq
i,e25a31y,-12.0,dresses,dresses,8xowpq
i,d8y5whg,63.0,dresses,dresses,587gga
,d8yibp4,24.0,dresses,dresses,587gga
,d8y5zus,8.0,dresses,dresses,587gga
,d8y5zus,8.0,dresses,dresses,587gga
,d8y5zi3,6.0,dresses,dresses,587gga
,d8y5zi3,6.0,dresses,dresses,587gga
,d8yn2q3,1.0,dresses,dresses,587gga
,d8yn2q3,1.0,dresses,dresses,587gga
,d8ynxhw,1.0,dresses,dresses,587gga
,d8yvxib,1.0,dresses,dresses,587gga
,d8yvxib,1.0,dresses,dresses,587gga
,d8yvxib,1.0,dresses,dresses,587gga
,d8yvxib,1.0,dresses,dresses,587gga
,csr0ryk,7.0,dresses,dresses,3byrnj
,csr0ryk,7.0,dresses,dresses,3byrnj
navy,csqza0g,4.0,dresses,dresses,3byrnj
,csqza0g,4.0,dresses,dresses,3byrnj
,csqznob,2.0,dresses,dresses,3byrnj
,di6jtzd,22.0,dresses,dresses,6dwzme
,di6jtzd,22.0,dresses,dresses,6dwzme
,di6jtzd,22.0,dresses,dresses,6dwzme
,di6kcg5,18.0,dresses,dresses,6dwzme
,di6kcg5,18.0,dresses,dresses,6dwzme
,di6kcg5,18.0,dresses,dresses,6dwzme
,di6kcg5,18.0,dresses,dresses,6dwzme
,di6kcg5,18.0,dresses,dresses,6dwzme
,di6kcg5,18.0,dresses,dresses,6dwzme
,di6kcg5,18.0,dresses,dresses,6dwzme
,di6mf7h,35.0,dresses,dresses,6dwzme
,di6mf7h,35.0,dresses,dresses,6dwzme
,di6mf7h,35.0,dresses,dresses,6dwzme
,di6msj6,13.0,dresses,dresses,6dwzme
,di6p1ac,13.0,dresses,dresses,6dwzme
,di6p1ac,13.0,dresses,dresses,6dwzme
normal,di6p1ac,13.0,dresses,dresses,6dwzme
,di6p1ac,13.0,dresses,dresses,6dwzme
,di6qp1o,11.0,dresses,dresses,6dwzme
,di74ze0,8.0,dresses,dresses,6dwzme
,di74ze0,8.0,dresses,dresses,6dwzme
,di6p7on,7.0,dresses,dresses,6dwzme
,di6p7on,7.0,dresses,dresses,6dwzme
,di6p7on,7.0,dresses,dresses,6dwzme
,di6p7on,7.0,dresses,dresses,6dwzme
,di6p7on,7.0,dresses,dresses,6dwzme
,di6p7on,7.0,dresses,dresses,6dwzme
,di6pghc,5.0,dresses,dresses,6dwzme
,di6pghc,5.0,dresses,dresses,6dwzme
,di6pghc,5.0,dresses,dresses,6dwzme
,di7c88t,5.0,dresses,dresses,6dwzme
casual,di6lcxd,4.0,dresses,dresses,6dwzme
,di6lcxd,4.0,dresses,dresses,6dwzme
,di6lcxd,4.0,dresses,dresses,6dwzme
,di6n823,4.0,dresses,dresses,6dwzme
,di6sszd,5.0,dresses,dresses,6dwzme
,di87drk,3.0,dresses,dresses,6dwzme
,di6n9um,3.0,dresses,dresses,6dwzme
,di754ic,3.0,dresses,dresses,6dwzme
,di754ic,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di7590f,3.0,dresses,dresses,6dwzme
,di786kk,2.0,dresses,dresses,6dwzme
black,di786kk,2.0,dresses,dresses,6dwzme
,di786kk,2.0,dresses,dresses,6dwzme
,di786kk,2.0,dresses,dresses,6dwzme
strict,di786kk,2.0,dresses,dresses,6dwzme
,di7cgyg,2.0,dresses,dresses,6dwzme
,di854jr,2.0,dresses,dresses,6dwzme
official,difbntr,2.0,dresses,dresses,6dwzme
semiconservative,difbntr,2.0,dresses,dresses,6dwzme
,difbntr,2.0,dresses,dresses,6dwzme
,di6oc73,1.0,dresses,dresses,6dwzme
,di6vcja,1.0,dresses,dresses,6dwzme
,di70qvq,1.0,dresses,dresses,6dwzme
tailored,di70qvq,1.0,dresses,dresses,6dwzme
,di70qvq,1.0,dresses,dresses,6dwzme
black,di70qvq,1.0,dresses,dresses,6dwzme
,di70qvq,1.0,dresses,dresses,6dwzme
,di72vgo,1.0,dresses,dresses,6dwzme
casual,di878v6,1.0,dresses,dresses,6dwzme
,di878v6,1.0,dresses,dresses,6dwzme
,di878v6,1.0,dresses,dresses,6dwzme
,di878v6,1.0,dresses,dresses,6dwzme
,di8hmdv,1.0,dresses,dresses,6dwzme
,di8hmdv,1.0,dresses,dresses,6dwzme
,di8hmdv,1.0,dresses,dresses,6dwzme
,di8hmdv,1.0,dresses,dresses,6dwzme
,di8hmdv,1.0,dresses,dresses,6dwzme
,e6o8st7,124.0,dresses,dresses,9j2kty
khaki,e6o5nhf,49.0,dresses,dresses,9j2kty
,e6o5nhf,49.0,dresses,dresses,9j2kty
,e6o5nhf,49.0,dresses,dresses,9j2kty
appropriate,e6o5nhf,49.0,dresses,dresses,9j2kty
,e6o8xs1,45.0,dresses,dresses,9j2kty
,e6ohhkc,12.0,dresses,dresses,9j2kty
,e6ocqbn,10.0,dresses,dresses,9j2kty
,e6ozurj,4.0,dresses,dresses,9j2kty
,e6o9nd9,16.0,dresses,dresses,9j2kty
,e6o9nd9,16.0,dresses,dresses,9j2kty
,e6o9nd9,16.0,dresses,dresses,9j2kty
,e6oaiz4,13.0,dresses,dresses,9j2kty
long,e6p7uub,4.0,dresses,dresses,9j2kty
,e6oq6ya,4.0,dresses,dresses,9j2kty
,e6oq6ya,4.0,sheaths,dresses,9j2kty
,e6oq6ya,4.0,dresses,dresses,9j2kty
,e6qbwk4,2.0,dresses,dresses,9j2kty
structured,e6v3205,2.0,dresses,dresses,9j2kty
lined,e6oouc6,4.0,dresses,dresses,9j2kty
casual,ddtchcl,8.0,dresses,dresses,5udc9f
,ddtchcl,8.0,dresses,dresses,5udc9f
,ddtchcl,8.0,dresses,dresses,5udc9f
broad,ddtdrgl,4.0,dresses,dresses,5udc9f
,ddtjfaw,5.0,dresses,dresses,5udc9f
,ddtjfaw,5.0,dresses,dresses,5udc9f
,ddtob6u,3.0,dresses,dresses,5udc9f
basic,ddtob6u,3.0,dresses,dresses,5udc9f
,ddtp6hb,2.0,dresses,dresses,5udc9f
